0.0023809999984223396 69 0
0.002623999993375037 169 3
9.160000045085326E-4 738 14
0.001343000003544148 150 2
0.0018310000014025718 80 1
0.00189200000022538 33 0
0.003112999998847954 94 2
0.0029900000008638017 36 0
0.006652999996731523 153 4
0.0029290000020409934 93 2
0.002869000003556721 93 2
0.002928999994765036 33 0
0.002930000002379529 34 0
0.0028679999959422275 93 2
0.0037240000019664876 63 1
0.0029900000008638017 63 0
0.0017089999964809977 53 0
0.0011599999997997656 59 0
0.0010980000006384216 53 0
0.0019529999990481883 244 4
0.0011599999997997656 392 7
0.0012819999974453822 64 0
0.001343000003544148 72 1
0.0017089999964809977 38 0
0.0017700000025797635 38 0
0.0017089999964809977 38 0
0.0018310000014025718 38 0
0.0018310000014025718 38 0
0.0018310000014025718 142 3
0.0018320000017411076 38 0
0.001769999995303806 38 0
0.0018310000014025718 37 0
0.0017700000025797635 38 0
0.001769999995303806 39 0
0.0018310000014025718 38 0
0.0017700000025797635 38 0
0.0017090000037569553 177 4
0.0018320000017411076 38 0
0.0017089999964809977 38 0
0.0017700000025797635 38 0
0.001769999995303806 38 0
0.0017700000025797635 38 0
0.0017700000025797635 43 0
0.0017700000025797635 151 3
0.001769999995303806 38 0
0.0017090000037569553 38 0
0.0017700000025797635 39 0
0.0017089999964809977 38 0
0.0017700000025797635 38 0
0.0017089999964809977 38 0
0.0023809999984223396 123 2
0.001648000004934147 41 0
0.0016479999976581894 41 0
0.0015260000000125729 41 0
0.001464999993913807 76 1
0.0014650000011897646 41 0
0.0014650000011897646 41 0
0.002807999997457955 191 0
0.0015859999984968454 91 0
7.330000007641502E-4 86 0
7.929999992484227E-4 161 1
8.53999998071231E-4 82 0
0.0016479999976581894 109 0
0.0011599999997997656 161 1
0.0012210000058985315 75 0
0.0014650000011897646 122 1
0.006347000002278946 185 2
0.002930000002379529 212 2
0.002928999994765036 64 0
0.0028689999962807633 68 0
0.0036620000028051436 81 0
0.001953999999386724 82 0
6.710000016028062E-4 82 0
6.720000019413419E-4 82 0
7.329999934881926E-4 80 0
0.001648000004934147 84 0
7.929999992484227E-4 106 0
7.929999992484227E-4 79 0
8.550000056857243E-4 83 0
0.0012809999971068464 225 2
0.0028679999959422275 124 1
0.006347000002278946 215 2
0.0026859999998123385 60 1
0.0026859999998123385 90 2
0.00299099999392638 147 4
0.0038449999992735684 120 3
0.002869000003556721 61 0
0.0013420000032056123 53 0
7.320000004256144E-4 246 4
8.549999984097667E-4 246 4
8.549999984097667E-4 245 4
0.0010990000009769574 100 1
0.0011599999997997656 54 0
0.0012819999974453822 64 1
0.0026240000006509945 194 5
0.005615000001853332 156 4
0.0026849999994738027 33 0
0.002563000001828186 94 2
0.0026240000006509945 94 2
0.002563000001828186 95 2
0.003418000000237953 65 1
8.53999998071231E-4 340 6
8.549999984097667E-4 236 4
9.15999997232575E-4 190 3
0.0011599999997997656 188 3
0.0023189999992609955 313 8
0.00317400000494672 89 2
0.003112999998847954 154 4
0.003112999998847954 90 2
0.0030520000000251457 148 4
0.003112999998847954 103 2
0.0039670000041951425 60 1
0.0029290000020409934 63 0
0.0020759999970323406 52 0
7.929999992484227E-4 246 4
8.549999984097667E-4 247 4
0.0010380000021541491 300 5
0.0012809999971068464 53 0
0.0010990000009769574 70 1
0.002135999995516613 102 2
0.0020750000039697625 36 0
0.002074999996693805 36 0
0.002135999995516613 202 5
0.0020759999970323406 115 2
0.0020750000039697625 36 0
0.0020139999978709966 37 0
0.002074999996693805 36 0
0.0020750000039697625 36 0
0.002564000002166722 189 4
0.0017090000037569553 43 0
0.0016479999976581894 42 0
0.0015859999984968454 42 0
0.001343000003544148 42 0
0.0013429999962681904 42 0
0.0013429999962681904 81 1
0.002563000001828186 81 1
0.0014040000023669563 43 0
0.0013429999962681904 42 0
0.0013420000032056123 42 0
0.0014040000023669563 122 2
0.0013429999962681904 43 0
0.0014030000020284206 53 0
0.0017089999964809977 43 0
0.0016479999976581894 153 3
0.001648000004934147 36 0
0.002379999998083804 99 2
0.0023189999992609955 37 0
0.002868000003218185 105 2
0.0023199999995995313 43 0
0.0022580000004381873 102 2
0.002259000000776723 36 0
0.0022580000004381873 36 0
0.002259000000776723 101 2
0.0023189999992609955 36 0
0.0029910000012023374 69 1
0.002623999993375037 61 0
0.0015870000061113387 50 0
