DRAM 3.0500000138999894E-4 203 0
DRAM 2.4399999892921187E-4 709 7
DRAM 0.002259000000776723 8501 3
DRAM 2.4399999892921187E-4 529 5
DRAM 2.4400000256719068E-4 982 10
DRAM 2.4399999892921187E-4 1024 10
DRAM 2.4399999892921187E-4 940 10
DRAM 2.4399999892921187E-4 1068 11
DRAM 2.4400000256719068E-4 1006 10
DRAM 2.4399999892921187E-4 946 10
DRAM 2.449999992677476E-4 1025 11
DRAM 3.0500000138999894E-4 988 10
DRAM 2.4399999892921187E-4 981 10
DRAM 3.0500000138999894E-4 1097 9
DRAM 2.4399999892921187E-4 1018 10
DRAM 0.0023809999984223396 7409 0
DRAM 3.0500000138999894E-4 456 3
DRAM 2.4399999892921187E-4 1014 10
DRAM 2.4400000256719068E-4 993 10
DRAM 3.0499999775202014E-4 987 9
DRAM 0.004639000002498506 16065 11
DRAM 3.0499999775202014E-4 975 10
DRAM 3.0500000138999894E-4 983 10
DRAM 3.0499999775202014E-4 8571 11
DRAM 0.0018320000017411076 153 0
DRAM 3.660000002128072E-4 292 2
DRAM 2.4399999892921187E-4 963 10
DRAM 2.4400000256719068E-4 1020 11
DRAM 2.4399999892921187E-4 994 10
DRAM 4.8799999785842374E-4 2834 8
DRAM 3.060000017285347E-4 190 1
DRAM 3.0500000138999894E-4 966 10
DRAM 3.0499999775202014E-4 1017 10
DRAM 2.4399999892921187E-4 1031 11
DRAM 0.0024420000008831266 9605 10
DRAM 3.0500000138999894E-4 413 4
DRAM 2.4399999892921187E-4 914 9
DRAM 2.4399999892921187E-4 1007 12
DRAM 2.4400000256719068E-4 992 12
DRAM 3.0499999775202014E-4 1056 13
DRAM 5.500000006577466E-4 2742 1
DRAM 3.0500000138999894E-4 216 1
DRAM 2.4399999892921187E-4 1003 12
DRAM 3.0500000138999894E-4 1028 10
DRAM 3.0499999775202014E-4 1022 12
DRAM 9.76999999693362E-4 3919 3
DRAM 3.0500000138999894E-4 77 0
DRAM 2.4399999892921187E-4 999 12
DRAM 0.0012210000022605527 4963 2
DRAM 3.660000002128072E-4 157 0
DRAM 3.0499999775202014E-4 895 9
DRAM 2.4400000256719068E-4 979 12
DRAM 3.059999980905559E-4 973 11
DRAM 2.4399999892921187E-4 977 13
DRAM 2.4400000256719068E-4 1031 13
DRAM 0.0014649999975517858 5160 4
DRAM 2.4400000256719068E-4 837 8
DRAM 2.4399999892921187E-4 1057 10
DRAM 0.0025629999981902074 8975 4
DRAM 3.060000017285347E-4 950 13
DRAM 3.0500000138999894E-4 1512 6
DRAM 3.659999965748284E-4 4158 5
DRAM 9.160000008705538E-4 200 0
DRAM 3.0500000138999894E-4 151 1
DRAM 2.4399999892921187E-4 1017 14
DRAM 2.4399999892921187E-4 999 13
DRAM 2.4400000256719068E-4 968 14
DRAM 3.0499999775202014E-4 1342 1
DRAM 2.4400000256719068E-4 653 8
DRAM 2.449999992677476E-4 990 14
DRAM 2.4399999892921187E-4 997 13
DRAM 2.4399999892921187E-4 984 14
DRAM 0.007507000002078712 23819 2
DRAM 4.269999990356155E-4 217 2
DRAM 0.0048219999989669304 11903 1
DRAM 4.8800000149640255E-4 106 0
DRAM 0.001282000001083361 5174 7
DRAM 8.549999984097667E-4 1854 0
DRAM 7.929999992484227E-4 394 0
DRAM 3.660000002128072E-4 576 7
DRAM 4.2799999937415123E-4 980 14
DRAM 3.660000002128072E-4 999 15
DRAM 3.660000002128072E-4 1032 16
DRAM 3.660000002128072E-4 947 15
DRAM 0.006348000002617482 16459 2
DRAM 3.0499999775202014E-4 568 8
DRAM 8.550000020477455E-4 4465 5
DRAM 3.0499999775202014E-4 238 0
DRAM 2.4400000256719068E-4 255 3
DRAM 9.149999968940392E-4 3263 7
DRAM 2.4500000290572643E-4 771 11
DRAM 2.4399999892921187E-4 1030 17
DRAM 2.4399999892921187E-4 973 16
DRAM 2.4399999892921187E-4 1006 16
DRAM 2.4400000256719068E-4 969 16
DRAM 2.4399999892921187E-4 1029 17
DRAM 2.4399999892921187E-4 968 16
DRAM 0.002259000000776723 8526 2
DRAM 3.0500000138999894E-4 505 7
DRAM 2.4399999892921187E-4 1014 16
DRAM 2.4399999892921187E-4 1019 17
DRAM 2.4400000256719068E-4 980 16
DRAM 0.0022589999971387442 8272 1
DRAM 3.660000002128072E-4 693 10
DRAM 4.270000026735943E-4 1057 17
DRAM 3.0499999775202014E-4 970 16
DRAM 3.0500000138999894E-4 1009 15
DRAM 2.449999992677476E-4 968 15
DRAM 2.4399999892921187E-4 1021 17
DRAM 2.4400000256719068E-4 965 16
DRAM 2.4399999892921187E-4 1022 17
DRAM 0.0026859999998123385 8271 1
DRAM 3.0500000138999894E-4 709 10
DRAM 2.4399999892921187E-4 1023 17
DRAM 2.4399999892921187E-4 1023 17
DRAM 2.4400000256719068E-4 968 16
DRAM 2.4399999892921187E-4 1020 16
DRAM 2.4399999892921187E-4 1016 17
DRAM 2.449999992677476E-4 962 16
DRAM 2.4400000256719068E-4 1016 17
DRAM 0.0017090000001189765 6709 1
DRAM 3.0499999775202014E-4 311 3
DRAM 2.4399999892921187E-4 1022 17
DRAM 2.4400000256719068E-4 955 15
DRAM 2.4399999892921187E-4 984 16
DRAM 3.0500000138999894E-4 1575 1
DRAM 3.059999980905559E-4 426 5
DRAM 3.0500000138999894E-4 1039 15
DRAM 3.0499999775202014E-4 985 15
DRAM 3.0500000138999894E-4 978 15
DRAM 0.0027469999986351468 9344 7
DRAM 2.4400000256719068E-4 647 8
DRAM 2.4399999892921187E-4 1037 16
