Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
Energy Unit: 0.000061 Wrap Around: 16384.000000
