CORE 0.03228800000033516 326 0
CORE 0.004761000000144122 92 0
CORE 0.0046380000003409805 1046 10
CORE 0.004760999998325133 991 10
CORE 0.009400000000823638 2913 5
CORE 0.004515999999057385 87 0
CORE 0.004395000001750304 7238 4
CORE 0.025328999998237123 290 0
CORE 0.004151000001002103 441 4
CORE 0.004272000000128173 1022 11
CORE 0.004150000000663567 969 10
CORE 0.004333999999289517 1038 11
CORE 0.004150000000663567 961 10
CORE 0.03369199999906414 8650 2
CORE 0.004150000000663567 386 3
CORE 0.004455999998754123 991 10
CORE 0.04657000000042899 10325 3
CORE 0.0045160000008763745 923 1
CORE 0.0046999999995023245 1000 4
CORE 0.004150000000663567 1700 1
CORE 0.00427299999864772 89 0
CORE 0.004150000000663567 973 8
CORE 0.004273000000466709 1045 11
CORE 0.004149999998844578 957 10
CORE 0.004272000000128173 982 10
CORE 0.004151000001002103 1038 11
CORE 0.0336909999987256 8435 8
CORE 0.004151000001002103 1268 2
CORE 0.004272000000128173 9561 1
CORE 0.039977999998882296 303 0
CORE 0.00451700000121491 431 4
CORE 0.004698999999163789 969 10
CORE 0.00451700000121491 1009 10
CORE 0.013793999998597428 3769 7
CORE 0.02587900000071386 5305 2
CORE 0.02099599999928614 5513 5
CORE 0.004272000000128173 456 0
CORE 0.004151000001002103 997 9
CORE 0.004272000000128173 989 9
CORE 0.004150999999183114 925 10
CORE 0.004150000000663567 1029 11
CORE 0.00427299999864772 1017 11
CORE 0.004150000000663567 946 9
CORE 0.049193999999260996 11944 2
CORE 0.0045780000000377186 193 0
CORE 0.0045160000008763745 864 10
CORE 0.004639000000679516 1074 13
CORE 0.004516999999395921 987 12
CORE 0.0046380000003409805 10048 12
CORE 0.03863599999931466 296 0
CORE 0.004272000000128173 643 7
CORE 0.004150999999183114 1006 13
CORE 0.004272000000128173 994 12
CORE 0.037842000001546694 9208 7
CORE 0.004271999998309184 812 10
CORE 0.027344000000084634 6170 9
CORE 0.004639000000679516 831 10
CORE 0.004455000000234577 943 13
CORE 0.0045780000000377186 3121 14
CORE 0.009093999999095104 248 0
