CORE 0.0022580000004381873 190 0
CORE 0.0022579999995286926 713 7
CORE 0.0031740000003992463 983 9
CORE 0.004271999999218679 992 9
CORE 0.004151000000092608 1003 10
CORE 0.004272000000128173 1051 11
CORE 0.0035400000006120536 934 9
CORE 0.004272999999557214 1064 11
CORE 0.004149999999754073 971 10
CORE 0.004273000000466709 954 10
CORE 0.004149999999754073 977 10
CORE 0.004272000000128173 1079 11
CORE 0.004151000000092608 928 9
CORE 0.004272000000128173 1044 11
CORE 0.004151000000092608 962 8
CORE 0.004271999999218679 1079 11
CORE 0.004151000000092608 980 10
CORE 0.004272000000128173 949 10
CORE 0.004149999999754073 1017 10
CORE 0.004273000000466709 1061 11
CORE 0.00408900000002177 922 9
CORE 0.004272999999557214 1066 11
CORE 0.00408900000002177 947 9
CORE 0.004273000000466709 1055 11
CORE 0.00408900000002177 917 9
CORE 0.004272000000128173 1037 11
CORE 0.004151000000092608 960 9
CORE 0.004271999999218679 1045 11
CORE 0.004151000000092608 969 10
CORE 0.004272000000128173 1058 11
CORE 0.004149999999754073 988 10
CORE 0.004273000000466709 977 10
CORE 0.004149999999754073 1037 11
CORE 0.004273000000466709 964 10
CORE 0.004149999999754073 1009 10
CORE 0.004273000000466709 996 10
CORE 0.004149999999754073 1012 12
CORE 0.004272000000128173 1015 12
CORE 0.004151000000092608 950 11
CORE 0.004271999999218679 1000 12
CORE 0.004151000000092608 1006 12
CORE 0.004272000000128173 991 12
CORE 0.004151000000092608 1049 13
CORE 0.004272000000128173 955 12
CORE 0.004149999999754073 967 12
CORE 0.004151000000092608 998 9
CORE 0.004272000000128173 1024 13
CORE 0.004151000000092608 995 13
CORE 0.004272000000128173 1019 13
CORE 0.004149999999754073 979 13
CORE 0.004272999999557214 1050 14
CORE 0.004150000000663567 1283 4
CORE 0.004272999999557214 716 9
CORE 0.00408900000002177 933 11
CORE 0.004273000000466709 1012 13
CORE 0.004149999999754073 1035 13
CORE 0.004272000000128173 980 13
CORE 0.004151000000092608 977 13
CORE 0.004272000000128173 1030 13
CORE 0.004150999999183114 978 13
CORE 0.004272000000128173 1031 14
CORE 0.004151000000092608 994 13
CORE 0.00421100000039587 975 12
CORE 0.004272000000128173 1064 14
CORE 0.004151000000092608 988 13
CORE 0.004271999999218679 988 13
CORE 0.004151000000092608 951 12
CORE 0.004150000000663567 1049 13
CORE 0.004272999999557214 959 14
CORE 0.004149999999754073 997 15
CORE 0.004272000000128173 1015 15
CORE 0.004151000000092608 978 15
CORE 0.004272000000128173 1026 16
CORE 0.004151000000092608 1191 9
CORE 0.004272000000128173 827 12
CORE 0.004149999999754073 971 15
CORE 0.004272999999557214 1042 15
CORE 0.004150000000663567 950 15
CORE 0.012695999999777996 3205 10
CORE 0.004149999999754073 807 12
CORE 0.00421100000039587 992 15
CORE 0.004272999999557214 994 16
CORE 0.004150000000663567 1032 15
CORE 0.004272999999557214 1019 17
CORE 0.03356900000017049 8294 6
CORE 0.004334000000199012 688 8
CORE 0.004210999999486376 1011 16
CORE 0.004149999999754073 945 15
CORE 0.004273000000466709 1062 14
CORE 0.004149999999754073 1013 16
CORE 0.0036010000003443565 916 14
CORE 0.002808000000186439 1054 16
CORE 0.0027469999995446415 982 15
CORE 0.003539999999702559 1013 12
CORE 0.003723000000718457 1019 16
CORE 0.0028069999998479034 1041 15
CORE 0.0026859999998123385 923 14
CORE 0.002808000000186439 989 14
CORE 0.0027460000001156004 1033 15
CORE 0.002808000000186439 987 14
CORE 0.0026849999994738027 967 14
CORE 0.002868999999918742 1063 15
CORE 0.0027460000001156004 975 14
CORE 0.002808000000186439 973 14
CORE 0.0026859999998123385 1047 15
CORE 0.002989999999954307 977 13
CORE 0.002747000000454136 991 15
CORE 0.0028079999992769444 987 15
CORE 0.0026240000006509945 1592 9
CORE 0.0032350000001315493 398 7
CORE 0.004271999999218679 1041 20
CORE 0.004151000000092608 984 19
CORE 0.0032350000001315493 984 18
CORE 0.002379999999902793 1010 19
CORE 0.0021969999997963896 987 19
CORE 0.002259000000776723 1007 19
CORE 0.0021969999997963896 983 19
CORE 0.002379999999902793 1045 20
CORE 0.0021980000001349254 993 19
CORE 0.0022579999995286926 980 19
CORE 0.0021970000007058843 984 19
CORE 0.0022579999995286926 1005 19
