dram_socket1,core_socket1,pkg_socket1,dram_socket2,core_socket2,pkg_socket2,timestamp
52665.406250,0.000000,108473.125000,21039.591797,0.000000,205655.453125,1624605563289923
52665.410156,0.000000,108473.140625,21039.593750,0.000000,205655.468750,1624605563291081
52665.410156,0.000000,108473.156250,21039.601562,0.000000,205655.500000,1624605563292240
52665.414062,0.000000,108473.171875,21039.605469,0.000000,205655.515625,1624605563293403
52665.417969,0.000000,108473.203125,21039.607422,0.000000,205655.531250,1624605563294553
52665.421875,0.000000,108473.218750,21039.615234,0.000000,205655.546875,1624605563295710
52665.421875,0.000000,108473.242188,21039.621094,0.000000,205655.562500,1624605563296870
52665.425781,0.000000,108473.257812,21039.625000,0.000000,205655.578125,1624605563298029
52665.425781,0.000000,108473.273438,21039.628906,0.000000,205655.593750,1624605563299193
52665.425781,0.000000,108473.289062,21039.632812,0.000000,205655.625000,1624605563300347
52665.429688,0.000000,108473.320312,21039.632812,0.000000,205655.640625,1624605563301514
52665.433594,0.000000,108473.328125,21039.634766,0.000000,205655.656250,1624605563302669
52665.433594,0.000000,108473.335938,21039.638672,0.000000,205655.671875,1624605563303824
52665.437500,0.000000,108473.351562,21039.640625,0.000000,205655.687500,1624605563304995
52665.437500,0.000000,108473.359375,21039.642578,0.000000,205655.703125,1624605563306167
52665.437500,0.000000,108473.367188,21039.644531,0.000000,205655.734375,1624605563307324
52665.437500,0.000000,108473.375000,21039.646484,0.000000,205655.750000,1624605563308477
52665.441406,0.000000,108473.390625,21039.648438,0.000000,205655.765625,1624605563309629
52665.441406,0.000000,108473.398438,21039.650391,0.000000,205655.781250,1624605563310782
52665.441406,0.000000,108473.406250,21039.652344,0.000000,205655.796875,1624605563311934
52665.445312,0.000000,108473.421875,21039.654297,0.000000,205655.812500,1624605563313087
52665.445312,0.000000,108473.429688,21039.656250,0.000000,205655.843750,1624605563314260
52665.449219,0.000000,108473.437500,21039.660156,0.000000,205655.875000,1624605563315416
52665.453125,0.000000,108473.453125,21039.662109,0.000000,205655.875000,1624605563316570
52665.453125,0.000000,108473.460938,21039.664062,0.000000,205655.890625,1624605563317723
52665.453125,0.000000,108473.468750,21039.666016,0.000000,205655.906250,1624605563318877
52665.457031,0.000000,108473.484375,21039.666016,0.000000,205655.937500,1624605563320030
52665.457031,0.000000,108473.492188,21039.667969,0.000000,205655.953125,1624605563321190
52665.460938,0.000000,108473.500000,21039.669922,0.000000,205655.984375,1624605563322343
52665.464844,0.000000,108473.515625,21039.673828,0.000000,205656.000000,1624605563323495
52665.464844,0.000000,108473.523438,21039.675781,0.000000,205656.015625,1624605563324649
52665.464844,0.000000,108473.531250,21039.677734,0.000000,205656.031250,1624605563325802
52665.468750,0.000000,108473.539062,21039.679688,0.000000,205656.046875,1624605563326957
52665.468750,0.000000,108473.546875,21039.681641,0.000000,205656.062500,1624605563328109
52665.472656,0.000000,108473.554688,21039.683594,0.000000,205656.078125,1624605563329263
52665.472656,0.000000,108473.570312,21039.685547,0.000000,205656.109375,1624605563330419
52665.476562,0.000000,108473.585938,21039.687500,0.000000,205656.125000,1624605563331572
52665.480469,0.000000,108473.593750,21039.689453,0.000000,205656.140625,1624605563332727
52665.480469,0.000000,108473.601562,21039.691406,0.000000,205656.156250,1624605563333880
52665.480469,0.000000,108473.609375,21039.693359,0.000000,205656.171875,1624605563335033
52665.484375,0.000000,108473.625000,21039.695312,0.000000,205656.187500,1624605563336187
52665.484375,0.000000,108473.632812,21039.697266,0.000000,205656.203125,1624605563337339
52665.488281,0.000000,108473.640625,21039.701172,0.000000,205656.234375,1624605563338494
52665.492188,0.000000,108473.656250,21039.703125,0.000000,205656.250000,1624605563339648
52665.492188,0.000000,108473.671875,21039.705078,0.000000,205656.265625,1624605563340806
52665.496094,0.000000,108473.679688,21039.705078,0.000000,205656.281250,1624605563341959
52665.496094,0.000000,108473.687500,21039.707031,0.000000,205656.296875,1624605563343112
52665.496094,0.000000,108473.695312,21039.708984,0.000000,205656.312500,1624605563344265
52665.500000,0.000000,108473.703125,21039.710938,0.000000,205656.328125,1624605563345417
52665.500000,0.000000,108473.726562,21039.714844,0.000000,205656.359375,1624605563346575
52665.503906,0.000000,108473.734375,21039.716797,0.000000,205656.375000,1624605563347731
52665.507812,0.000000,108473.742188,21039.718750,0.000000,205656.390625,1624605563348888
52665.507812,0.000000,108473.750000,21039.720703,0.000000,205656.406250,1624605563350042
52665.507812,0.000000,108473.765625,21039.722656,0.000000,205656.421875,1624605563351197
52665.511719,0.000000,108473.773438,21039.724609,0.000000,205656.437500,1624605563352352
52665.511719,0.000000,108473.781250,21039.726562,0.000000,205656.468750,1624605563353507
52665.515625,0.000000,108473.804688,21039.728516,0.000000,205656.484375,1624605563354677
52665.519531,0.000000,108473.812500,21039.730469,0.000000,205656.500000,1624605563355860
52665.519531,0.000000,108473.820312,21039.732422,0.000000,205656.515625,1624605563357042
52665.519531,0.000000,108473.828125,21039.734375,0.000000,205656.531250,1624605563358224
52665.523438,0.000000,108473.843750,21039.736328,0.000000,205656.546875,1624605563359407
52665.523438,0.000000,108473.851562,21039.740234,0.000000,205656.578125,1624605563360588
52665.527344,0.000000,108473.867188,21039.742188,0.000000,205656.593750,1624605563361769
52665.531250,0.000000,108473.882812,21039.744141,0.000000,205656.609375,1624605563362955
52665.531250,0.000000,108473.890625,21039.746094,0.000000,205656.625000,1624605563364137
52665.531250,0.000000,108473.898438,21039.746094,0.000000,205656.640625,1624605563365318
52665.535156,0.000000,108473.906250,21039.748047,0.000000,205656.671875,1624605563366501
52665.539062,0.000000,108473.929688,21039.751953,0.000000,205656.687500,1624605563367683
52665.539062,0.000000,108473.937500,21039.753906,0.000000,205656.703125,1624605563368865
52665.542969,0.000000,108473.945312,21039.755859,0.000000,205656.718750,1624605563370046
52665.542969,0.000000,108473.953125,21039.757812,0.000000,205656.734375,1624605563371228
52665.546875,0.000000,108473.960938,21039.759766,0.000000,205656.750000,1624605563372408
52665.546875,0.000000,108473.968750,21039.761719,0.000000,205656.781250,1624605563373590
52665.550781,0.000000,108473.992188,21039.765625,0.000000,205656.796875,1624605563374774
52665.550781,0.000000,108474.000000,21039.767578,0.000000,205656.812500,1624605563375956
52665.554688,0.000000,108474.007812,21039.767578,0.000000,205656.828125,1624605563377136
52665.554688,0.000000,108474.015625,21039.769531,0.000000,205656.843750,1624605563378318
52665.558594,0.000000,108474.023438,21039.771484,0.000000,205656.859375,1624605563379499
52665.558594,0.000000,108474.039062,21039.775391,0.000000,205656.890625,1624605563380683
52665.562500,0.000000,108474.054688,21039.777344,0.000000,205656.906250,1624605563381865
52665.562500,0.000000,108474.062500,21039.779297,0.000000,205656.921875,1624605563383020
52665.566406,0.000000,108474.070312,21039.781250,0.000000,205656.937500,1624605563384202
52665.566406,0.000000,108474.078125,21039.783203,0.000000,205656.953125,1624605563385355
52665.570312,0.000000,108474.093750,21039.785156,0.000000,205656.968750,1624605563386536
52665.570312,0.000000,108474.109375,21039.787109,0.000000,205657.000000,1624605563387692
52665.574219,0.000000,108474.117188,21039.789062,0.000000,205657.015625,1624605563388874
52665.574219,0.000000,108474.125000,21039.791016,0.000000,205657.031250,1624605563390055
52665.574219,0.000000,108474.132812,21039.792969,0.000000,205657.046875,1624605563391238
52665.578125,0.000000,108474.140625,21039.794922,0.000000,205657.062500,1624605563392419
52665.578125,0.000000,108474.156250,21039.794922,0.000000,205657.078125,1624605563393599
52665.582031,0.000000,108474.171875,21039.798828,0.000000,205657.109375,1624605563394781
52665.582031,0.000000,108474.179688,21039.800781,0.000000,205657.125000,1624605563395963
52665.585938,0.000000,108474.187500,21039.802734,0.000000,205657.140625,1624605563397153
52665.585938,0.000000,108474.195312,21039.804688,0.000000,205657.156250,1624605563398334
52665.589844,0.000000,108474.203125,21039.806641,0.000000,205657.171875,1624605563399518
52665.589844,0.000000,108474.210938,21039.808594,0.000000,205657.203125,1624605563400701
52665.593750,0.000000,108474.234375,21039.810547,0.000000,205657.218750,1624605563401881
52665.593750,0.000000,108474.242188,21039.812500,0.000000,205657.234375,1624605563403036
52665.593750,0.000000,108474.250000,21039.814453,0.000000,205657.250000,1624605563404205
52665.597656,0.000000,108474.257812,21039.816406,0.000000,205657.265625,1624605563405374
52665.597656,0.000000,108474.273438,21039.818359,0.000000,205657.281250,1624605563406528
52665.597656,0.000000,108474.281250,21039.822266,0.000000,205657.312500,1624605563407683
52665.601562,0.000000,108474.296875,21039.822266,0.000000,205657.328125,1624605563408835
52665.601562,0.000000,108474.304688,21039.824219,0.000000,205657.343750,1624605563409989
52665.601562,0.000000,108474.312500,21039.826172,0.000000,205657.359375,1624605563411142
52665.601562,0.000000,108474.320312,21039.828125,0.000000,205657.390625,1624605563412294
52665.601562,0.000000,108474.335938,21039.830078,0.000000,205657.406250,1624605563413463
52665.605469,0.000000,108474.343750,21039.833984,0.000000,205657.437500,1624605563414652
52665.609375,0.000000,108474.359375,21039.839844,0.000000,205657.453125,1624605563415819
52665.609375,0.000000,108474.375000,21039.843750,0.000000,205657.468750,1624605563416972
52665.609375,0.000000,108474.382812,21039.843750,0.000000,205657.484375,1624605563418141
52665.609375,0.000000,108474.390625,21039.847656,0.000000,205657.500000,1624605563419295
52665.609375,0.000000,108474.406250,21039.849609,0.000000,205657.515625,1624605563420448
52665.613281,0.000000,108474.414062,21039.851562,0.000000,205657.531250,1624605563421607
