dram_socket1,core_socket1,pkg_socket1,dram_socket2,core_socket2,pkg_socket2,timestamp
52736.527344,0.000000,113990.562500,21966.244141,0.000000,213779.031250,1624606115121960
52736.531250,0.000000,113990.578125,21966.248047,0.000000,213779.046875,1624606115123138
52736.531250,0.000000,113990.585938,21966.250000,0.000000,213779.062500,1624606115124322
52736.531250,0.000000,113990.601562,21966.253906,0.000000,213779.078125,1624606115125507
52736.531250,0.000000,113990.625000,21966.259766,0.000000,213779.109375,1624606115126695
52736.531250,0.000000,113990.632812,21966.261719,0.000000,213779.125000,1624606115127882
52736.531250,0.000000,113990.640625,21966.261719,0.000000,213779.140625,1624606115129067
52736.531250,0.000000,113990.656250,21966.263672,0.000000,213779.140625,1624606115130254
52736.531250,0.000000,113990.664062,21966.265625,0.000000,213779.156250,1624606115131439
52736.531250,0.000000,113990.671875,21966.269531,0.000000,213779.187500,1624606115132625
52736.531250,0.000000,113990.695312,21966.271484,0.000000,213779.203125,1624606115133810
52736.531250,0.000000,113990.703125,21966.273438,0.000000,213779.218750,1624606115134970
52736.531250,0.000000,113990.710938,21966.275391,0.000000,213779.250000,1624606115136160
52736.531250,0.000000,113990.718750,21966.277344,0.000000,213779.250000,1624606115137352
52736.531250,0.000000,113990.726562,21966.279297,0.000000,213779.281250,1624606115138539
52736.531250,0.000000,113990.750000,21966.283203,0.000000,213779.312500,1624606115139731
52736.531250,0.000000,113990.757812,21966.285156,0.000000,213779.328125,1624606115140925
52736.531250,0.000000,113990.765625,21966.287109,0.000000,213779.343750,1624606115142120
52736.531250,0.000000,113990.773438,21966.287109,0.000000,213779.359375,1624606115143305
52736.531250,0.000000,113990.789062,21966.289062,0.000000,213779.375000,1624606115144489
52736.531250,0.000000,113990.796875,21966.291016,0.000000,213779.390625,1624606115145677
52736.531250,0.000000,113990.812500,21966.294922,0.000000,213779.421875,1624606115146835
52736.531250,0.000000,113990.820312,21966.296875,0.000000,213779.421875,1624606115148023
52736.531250,0.000000,113990.835938,21966.298828,0.000000,213779.453125,1624606115149211
52736.531250,0.000000,113990.843750,21966.300781,0.000000,213779.453125,1624606115150400
52736.531250,0.000000,113990.851562,21966.302734,0.000000,213779.484375,1624606115151589
52736.531250,0.000000,113990.859375,21966.302734,0.000000,213779.500000,1624606115152784
52736.531250,0.000000,113990.875000,21966.308594,0.000000,213779.531250,1624606115153952
52736.531250,0.000000,113990.882812,21966.310547,0.000000,213779.546875,1624606115155144
52736.531250,0.000000,113990.890625,21966.314453,0.000000,213779.562500,1624606115156334
52736.531250,0.000000,113990.906250,21966.318359,0.000000,213779.578125,1624606115157528
52736.531250,0.000000,113990.914062,21966.320312,0.000000,213779.593750,1624606115158726
52736.531250,0.000000,113990.929688,21966.330078,0.000000,213779.609375,1624606115159926
52736.531250,0.000000,113990.937500,21966.332031,0.000000,213779.625000,1624606115161113
52736.531250,0.000000,113990.945312,21966.335938,0.000000,213779.640625,1624606115162305
